datetime,W
2025-12-15 17:25:00,22
2025-12-15 17:25:10,22
2025-12-15 17:25:20,22
2025-12-15 17:25:30,22
2025-12-15 17:25:40,23
2025-12-15 17:25:50,23
2025-12-15 17:26:00,23
2025-12-15 17:26:10,23
2025-12-15 17:26:20,22
2025-12-15 17:26:30,22
2025-12-15 17:26:40,22
2025-12-15 17:26:50,23
2025-12-15 17:27:00,22
2025-12-15 17:27:10,22
2025-12-15 17:27:20,22
2025-12-15 17:27:30,22
2025-12-15 17:27:40,23
2025-12-15 17:27:50,22
2025-12-15 17:28:00,23
2025-12-15 17:28:10,22
2025-12-15 17:28:20,22
2025-12-15 17:28:30,23
2025-12-15 17:28:40,23
2025-12-15 17:28:50,22
2025-12-15 17:29:00,22
2025-12-15 17:29:10,23
2025-12-15 17:29:20,23
2025-12-15 17:29:30,22
2025-12-15 17:29:40,23
2025-12-15 17:29:50,23
2025-12-15 17:30:00,22
2025-12-15 17:30:10,23
2025-12-15 17:30:20,23
2025-12-15 17:30:30,23
2025-12-15 17:30:40,23
2025-12-15 17:30:50,23
2025-12-15 17:31:00,23
2025-12-15 17:31:10,23
2025-12-15 17:31:20,23
2025-12-15 17:31:30,23
2025-12-15 17:31:40,23
2025-12-15 17:31:50,23
2025-12-15 17:32:00,23
2025-12-15 17:32:10,23
2025-12-15 17:32:20,23
2025-12-15 17:32:30,23
2025-12-15 17:32:40,23
2025-12-15 17:32:50,23
2025-12-15 17:33:00,23
2025-12-15 17:33:10,23
2025-12-15 17:33:20,23
2025-12-15 17:33:30,23
2025-12-15 17:33:40,23
2025-12-15 17:33:50,24
2025-12-15 17:34:00,23
2025-12-15 17:34:10,23
2025-12-15 17:34:20,23
2025-12-15 17:34:30,23
2025-12-15 17:34:40,24
2025-12-15 17:34:50,23
2025-12-15 17:35:00,23
2025-12-15 17:35:10,24
2025-12-15 17:35:20,24
2025-12-15 17:35:30,24
2025-12-15 17:35:40,23
2025-12-15 17:35:50,24
2025-12-15 17:36:00,23
2025-12-15 17:36:10,24
2025-12-15 17:36:20,24
2025-12-15 17:36:30,24
2025-12-15 17:36:40,23
2025-12-15 17:36:50,23
2025-12-15 17:37:00,23
2025-12-15 17:37:10,24
2025-12-15 17:37:20,23
2025-12-15 17:37:30,24
2025-12-15 17:37:40,24
2025-12-15 17:37:50,23
2025-12-15 17:38:00,24
2025-12-15 17:38:10,24
2025-12-15 17:38:20,24
2025-12-15 17:38:30,23
2025-12-15 17:38:40,24
2025-12-15 17:38:50,23
2025-12-15 17:39:00,24
2025-12-15 17:39:10,24
2025-12-15 17:39:20,24
2025-12-15 17:39:30,24
2025-12-15 17:39:40,24
2025-12-15 17:39:50,24
2025-12-15 17:40:00,24
2025-12-15 17:40:10,24
2025-12-15 17:40:20,23
2025-12-15 17:40:30,24
2025-12-15 17:40:40,24
2025-12-15 17:40:50,24
2025-12-15 17:41:00,24
2025-12-15 17:41:10,24
2025-12-15 17:41:20,24
2025-12-15 17:41:30,24
2025-12-15 17:41:40,24
2025-12-15 17:41:50,24
2025-12-15 17:42:00,24
2025-12-15 17:42:10,24
2025-12-15 17:42:20,24
2025-12-15 17:42:30,24
2025-12-15 17:42:40,24
2025-12-15 17:42:50,24
2025-12-15 17:43:00,24
2025-12-15 17:43:10,24
2025-12-15 17:43:20,24
2025-12-15 17:43:30,24
2025-12-15 17:43:40,24
2025-12-15 17:43:50,24
2025-12-15 17:44:00,24
2025-12-15 17:44:10,24
2025-12-15 17:44:20,24
2025-12-15 17:44:30,24
2025-12-15 17:44:40,25
2025-12-15 17:44:50,24
2025-12-15 17:45:00,24
2025-12-15 17:45:10,24
2025-12-15 17:45:20,24
2025-12-15 17:45:30,25
2025-12-15 17:45:40,25
2025-12-15 17:45:50,25
2025-12-15 17:46:00,24
2025-12-15 17:46:10,25
2025-12-15 17:46:20,24
2025-12-15 17:46:30,25
2025-12-15 17:46:40,25
2025-12-15 17:46:50,25
2025-12-15 17:47:00,25
2025-12-15 17:47:10,25
2025-12-15 17:47:20,24
2025-12-15 17:47:30,24
2025-12-15 17:47:40,24
2025-12-15 17:47:50,24
2025-12-15 17:48:00,25
2025-12-15 17:48:10,25
2025-12-15 17:48:20,24
2025-12-15 17:48:30,25
2025-12-15 17:48:40,24
2025-12-15 17:48:50,25
2025-12-15 17:49:00,25
2025-12-15 17:49:10,25
2025-12-15 17:49:20,24
2025-12-15 17:49:30,25
2025-12-15 17:49:40,25
2025-12-15 17:49:50,25
2025-12-15 17:50:00,25
2025-12-15 17:50:10,25
2025-12-15 17:50:20,25
2025-12-15 17:50:30,25
2025-12-15 17:50:40,25
2025-12-15 17:50:50,25
2025-12-15 17:51:00,25
2025-12-15 17:51:10,25
2025-12-15 17:51:20,25
2025-12-15 17:51:30,25
2025-12-15 17:51:40,25
2025-12-15 17:51:50,25
2025-12-15 17:52:00,25
2025-12-15 17:52:10,25
2025-12-15 17:52:20,25
2025-12-15 17:52:30,25
2025-12-15 17:52:40,25
2025-12-15 17:52:50,25
2025-12-15 17:53:00,26
2025-12-15 17:53:10,25
2025-12-15 17:53:20,25
2025-12-15 17:53:30,25
2025-12-15 17:53:40,25
2025-12-15 17:53:50,25
2025-12-15 17:54:00,25
2025-12-15 17:54:10,25
2025-12-15 17:54:20,25
2025-12-15 17:54:30,26
2025-12-15 17:54:40,25
2025-12-15 17:54:50,25
2025-12-15 17:55:00,25
2025-12-15 17:55:10,25
2025-12-15 17:55:20,26
2025-12-15 17:55:30,25
2025-12-15 17:55:40,26
2025-12-15 17:55:50,25
2025-12-15 17:56:00,25
2025-12-15 17:56:10,25
2025-12-15 17:56:20,26
2025-12-15 17:56:30,25
2025-12-15 17:56:40,26
2025-12-15 17:56:50,25
2025-12-15 17:57:00,26
2025-12-15 17:57:10,25
2025-12-15 17:57:20,26
2025-12-15 17:57:30,26
2025-12-15 17:57:40,25
2025-12-15 17:57:50,26
2025-12-15 17:58:00,25
2025-12-15 17:58:10,26
2025-12-15 17:58:20,26
2025-12-15 17:58:30,25
2025-12-15 17:58:40,26
2025-12-15 17:58:50,25
2025-12-15 17:59:00,26
2025-12-15 17:59:10,25
2025-12-15 17:59:20,25
2025-12-15 17:59:30,26
2025-12-15 17:59:40,25
2025-12-15 17:59:50,25
2025-12-15 18:00:00,26
2025-12-15 18:00:10,25
2025-12-15 18:00:20,26
2025-12-15 18:00:30,26
2025-12-15 18:00:40,26
2025-12-15 18:00:50,26
2025-12-15 18:01:00,25
2025-12-15 18:01:10,26
2025-12-15 18:01:20,26
2025-12-15 18:01:30,25
2025-12-15 18:01:40,26
2025-12-15 18:01:50,26
2025-12-15 18:02:00,26
2025-12-15 18:02:10,26
2025-12-15 18:02:20,26
2025-12-15 18:02:30,26
2025-12-15 18:02:40,26
2025-12-15 18:02:50,26
2025-12-15 18:03:00,26
2025-12-15 18:03:10,26
2025-12-15 18:03:20,26
2025-12-15 18:03:30,26
2025-12-15 18:03:40,26
2025-12-15 18:03:50,25
2025-12-15 18:04:00,26
2025-12-15 18:04:10,26
2025-12-15 18:04:20,26
2025-12-15 18:04:30,26
2025-12-15 18:04:40,26
2025-12-15 18:04:50,26
2025-12-15 18:05:00,26
2025-12-15 18:05:10,26
2025-12-15 18:05:20,26
2025-12-15 18:05:30,26
2025-12-15 18:05:40,26
2025-12-15 18:05:50,27
2025-12-15 18:06:00,26
2025-12-15 18:06:10,27
2025-12-15 18:06:20,26
2025-12-15 18:06:30,26
2025-12-15 18:06:40,26
2025-12-15 18:06:50,26
2025-12-15 18:07:00,26
2025-12-15 18:07:10,26
2025-12-15 18:07:20,27
2025-12-15 18:07:30,26
2025-12-15 18:07:40,26
2025-12-15 18:07:50,26
2025-12-15 18:08:00,26
2025-12-15 18:08:10,26
2025-12-15 18:08:20,27
2025-12-15 18:08:30,26
2025-12-15 18:08:40,27
2025-12-15 18:08:50,27
2025-12-15 18:09:00,26
2025-12-15 18:09:10,26
2025-12-15 18:09:20,26
2025-12-15 18:09:30,27
2025-12-15 18:09:40,26
2025-12-15 18:09:50,27
2025-12-15 18:10:00,26
2025-12-15 18:10:10,26
2025-12-15 18:10:20,26
2025-12-15 18:10:30,26
2025-12-15 18:10:40,27
2025-12-15 18:10:50,26
2025-12-15 18:11:00,26
2025-12-15 18:11:10,27
2025-12-15 18:11:20,27
2025-12-15 18:11:30,26
2025-12-15 18:11:40,27
2025-12-15 18:11:50,27
2025-12-15 18:12:00,26
2025-12-15 18:12:10,27
2025-12-15 18:12:20,26
2025-12-15 18:12:30,26
2025-12-15 18:12:40,27
2025-12-15 18:12:50,26
2025-12-15 18:13:00,27
2025-12-15 18:13:10,26
2025-12-15 18:13:20,26
2025-12-15 18:13:30,27
2025-12-15 18:13:40,27
2025-12-15 18:13:50,27
2025-12-15 18:14:00,27
2025-12-15 18:14:10,26
2025-12-15 18:14:20,26
2025-12-15 18:14:30,27
2025-12-15 18:14:40,27
2025-12-15 18:14:50,27
2025-12-15 18:15:00,27
2025-12-15 18:15:10,27
2025-12-15 18:15:20,26
2025-12-15 18:15:30,27
2025-12-15 18:15:40,27
2025-12-15 18:15:50,27
2025-12-15 18:16:00,27
2025-12-15 18:16:10,27
2025-12-15 18:16:20,27
2025-12-15 18:16:30,27
2025-12-15 18:16:40,26
2025-12-15 18:16:50,27
2025-12-15 18:17:00,27
2025-12-15 18:17:10,27
2025-12-15 18:17:20,27
2025-12-15 18:17:30,27
2025-12-15 18:17:40,27
2025-12-15 18:17:50,27
2025-12-15 18:18:00,27
2025-12-15 18:18:10,27
2025-12-15 18:18:20,27
2025-12-15 18:18:30,27
2025-12-15 18:18:40,27
2025-12-15 18:18:50,27
2025-12-15 18:19:00,27
2025-12-15 18:19:10,27
2025-12-15 18:19:20,27
2025-12-15 18:19:30,27
2025-12-15 18:19:40,27
2025-12-15 18:19:50,27
2025-12-15 18:20:00,27
2025-12-15 18:20:10,27
2025-12-15 18:20:20,27
2025-12-15 18:20:30,27
2025-12-15 18:20:40,27
2025-12-15 18:20:50,27
2025-12-15 18:21:00,27
2025-12-15 18:21:10,27
2025-12-15 18:21:20,27
2025-12-15 18:21:30,27
2025-12-15 18:21:40,28
2025-12-15 18:21:50,28
2025-12-15 18:22:00,28
2025-12-15 18:22:10,27
2025-12-15 18:22:20,27
2025-12-15 18:22:30,28
2025-12-15 18:22:40,27
2025-12-15 18:22:50,27
2025-12-15 18:23:00,27
2025-12-15 18:23:10,28
2025-12-15 18:23:20,27
2025-12-15 18:23:30,28
2025-12-15 18:23:40,27
2025-12-15 18:23:50,27
2025-12-15 18:24:00,27
2025-12-15 18:24:10,27
2025-12-15 18:24:20,27
2025-12-15 18:24:30,27
2025-12-15 18:24:40,28
2025-12-15 18:24:50,28
2025-12-15 18:25:00,27
2025-12-15 18:25:10,27
2025-12-15 18:25:20,28
2025-12-15 18:25:30,27
2025-12-15 18:25:40,27
2025-12-15 18:25:50,27
2025-12-15 18:26:00,27
2025-12-15 18:26:10,28
2025-12-15 18:26:20,28
2025-12-15 18:26:30,27
2025-12-15 18:26:40,28
2025-12-15 18:26:50,27
2025-12-15 18:27:00,27
2025-12-15 18:27:10,28
2025-12-15 18:27:20,27
2025-12-15 18:27:30,28
2025-12-15 18:27:40,27
2025-12-15 18:27:50,27
2025-12-15 18:28:00,27
2025-12-15 18:28:10,27
2025-12-15 18:28:20,27
2025-12-15 18:28:30,28
2025-12-15 18:28:40,28
2025-12-15 18:28:50,28
2025-12-15 18:29:00,28
2025-12-15 18:29:10,28
2025-12-15 18:29:20,28
2025-12-15 18:29:30,27
2025-12-15 18:29:40,27
2025-12-15 18:29:50,27
2025-12-15 18:30:00,28
2025-12-15 18:30:10,28
2025-12-15 18:30:20,28
2025-12-15 18:30:30,27
2025-12-15 18:30:40,27
2025-12-15 18:30:50,27
2025-12-15 18:31:00,28
2025-12-15 18:31:10,28
2025-12-15 18:31:20,27
2025-12-15 18:31:30,28
2025-12-15 18:31:40,28
2025-12-15 18:31:50,27
2025-12-15 18:32:00,28
2025-12-15 18:32:10,28
2025-12-15 18:32:20,28
2025-12-15 18:32:30,28
2025-12-15 18:32:40,28
2025-12-15 18:32:50,28
2025-12-15 18:33:00,28
2025-12-15 18:33:10,27
2025-12-15 18:33:20,28
2025-12-15 18:33:30,27
2025-12-15 18:33:40,27
2025-12-15 18:33:50,28
2025-12-15 18:34:00,27
2025-12-15 18:34:10,28
2025-12-15 18:34:20,28
2025-12-15 18:34:30,28
2025-12-15 18:34:40,28
2025-12-15 18:34:50,28
2025-12-15 18:35:00,28
2025-12-15 18:35:10,28
2025-12-15 18:35:20,28
2025-12-15 18:35:30,28
2025-12-15 18:35:40,27
2025-12-15 18:35:50,28
2025-12-15 18:36:00,28
2025-12-15 18:36:10,28
2025-12-15 18:36:20,28
2025-12-15 18:36:30,28
2025-12-15 18:36:40,28
2025-12-15 18:36:50,28
2025-12-15 18:37:00,28
2025-12-15 18:37:10,28
2025-12-15 18:37:20,28
2025-12-15 18:37:30,28
2025-12-15 18:37:40,28
2025-12-15 18:37:50,28
2025-12-15 18:38:00,28
2025-12-15 18:38:10,28
2025-12-15 18:38:20,28
2025-12-15 18:38:30,27
2025-12-15 18:38:40,28
2025-12-15 18:38:50,28
2025-12-15 18:39:00,28
2025-12-15 18:39:10,28
2025-12-15 18:39:20,28
2025-12-15 18:39:30,28
2025-12-15 18:39:40,28
2025-12-15 18:39:50,28
2025-12-15 18:40:00,28
2025-12-15 18:40:10,28
2025-12-15 18:40:20,28
2025-12-15 18:40:30,28
2025-12-15 18:40:40,28
2025-12-15 18:40:50,28
2025-12-15 18:41:00,28
2025-12-15 18:41:10,28
2025-12-15 18:41:20,28
2025-12-15 18:41:30,28
2025-12-15 18:41:40,28
2025-12-15 18:41:50,28
2025-12-15 18:42:00,28
2025-12-15 18:42:10,28
2025-12-15 18:42:20,28
2025-12-15 18:42:30,28
2025-12-15 18:42:40,28
2025-12-15 18:42:50,28
2025-12-15 18:43:00,28
2025-12-15 18:43:10,28
2025-12-15 18:43:20,28
2025-12-15 18:43:30,28
2025-12-15 18:43:40,28
2025-12-15 18:43:50,28
2025-12-15 18:44:00,28
2025-12-15 18:44:10,28
2025-12-15 18:44:20,28
2025-12-15 18:44:30,28
2025-12-15 18:44:40,28
2025-12-15 18:44:50,28
2025-12-15 18:45:00,28
2025-12-15 18:45:10,28
2025-12-15 18:45:20,28
2025-12-15 18:45:30,29
2025-12-15 18:45:40,28
2025-12-15 18:45:50,28
2025-12-15 18:46:00,28
2025-12-15 18:46:10,28
2025-12-15 18:46:20,29
2025-12-15 18:46:30,28
2025-12-15 18:46:40,28
2025-12-15 18:46:50,28
2025-12-15 18:47:00,28
2025-12-15 18:47:10,28
2025-12-15 18:47:20,28
2025-12-15 18:47:30,28
2025-12-15 18:47:40,28
2025-12-15 18:47:50,29
2025-12-15 18:48:00,29
2025-12-15 18:48:10,29
2025-12-15 18:48:20,28
2025-12-15 18:48:30,28
2025-12-15 18:48:40,28
2025-12-15 18:48:50,28
2025-12-15 18:49:00,28
2025-12-15 18:49:10,28
2025-12-15 18:49:20,28
2025-12-15 18:49:30,29
2025-12-15 18:49:40,28
2025-12-15 18:49:50,28
2025-12-15 18:50:00,28
2025-12-15 18:50:10,29
2025-12-15 18:50:20,28
2025-12-15 18:50:30,28
2025-12-15 18:50:40,28
2025-12-15 18:50:50,28
2025-12-15 18:51:00,28
2025-12-15 18:51:10,28
2025-12-15 18:51:20,29
2025-12-15 18:51:30,28
2025-12-15 18:51:40,29
2025-12-15 18:51:50,29
2025-12-15 18:52:00,28
2025-12-15 18:52:10,29
2025-12-15 18:52:20,28
2025-12-15 18:52:30,28
2025-12-15 18:52:40,28
2025-12-15 18:52:50,28
2025-12-15 18:53:00,29
2025-12-15 18:53:10,28
2025-12-15 18:53:20,28
2025-12-15 18:53:30,28
2025-12-15 18:53:40,28
2025-12-15 18:53:50,29
2025-12-15 18:54:00,28
2025-12-15 18:54:10,28
2025-12-15 18:54:20,28
2025-12-15 18:54:30,29
2025-12-15 18:54:40,28
2025-12-15 18:54:50,28
2025-12-15 18:55:00,28
2025-12-15 18:55:10,29
2025-12-15 18:55:20,28
2025-12-15 18:55:30,28
2025-12-15 18:55:40,28
2025-12-15 18:55:50,29
2025-12-15 18:56:00,29
2025-12-15 18:56:10,28
2025-12-15 18:56:20,29
2025-12-15 18:56:30,28
2025-12-15 18:56:40,28
2025-12-15 18:56:50,28
2025-12-15 18:57:00,29
2025-12-15 18:57:10,28
2025-12-15 18:57:20,28
2025-12-15 18:57:30,28
2025-12-15 18:57:40,29
2025-12-15 18:57:50,28
2025-12-15 18:58:00,28
2025-12-15 18:58:10,29
2025-12-15 18:58:20,28
2025-12-15 18:58:30,28
2025-12-15 18:58:40,28
2025-12-15 18:58:50,28
2025-12-15 18:59:00,29
2025-12-15 18:59:10,28
2025-12-15 18:59:20,28
2025-12-15 18:59:30,28
2025-12-15 18:59:40,28
2025-12-15 18:59:50,29
2025-12-15 19:00:00,29
2025-12-15 19:00:10,28
2025-12-15 19:00:20,29
2025-12-15 19:00:30,29
2025-12-15 19:00:40,29
2025-12-15 19:00:50,28
2025-12-15 19:01:00,29
2025-12-15 19:01:10,28
2025-12-15 19:01:20,29
2025-12-15 19:01:30,28
2025-12-15 19:01:40,28
2025-12-15 19:01:50,28
2025-12-15 19:02:00,28
2025-12-15 19:02:10,28
2025-12-15 19:02:20,28
2025-12-15 19:02:30,29
2025-12-15 19:02:40,28
2025-12-15 19:02:50,29
2025-12-15 19:03:00,28
2025-12-15 19:03:10,29
